"Paper Name","DOI","Run ID","Method","Total Formulation Volume","API Name","API Initial Amount","Chitosan Molecular Weight/Type","Chitosan Initial Amount","Alginate Initial Amount","CS_ALG Ratio","Surfactant Type","Surfactant Initial Amount","Crosslinker Type","Crosslinker Initial Amount","Stirring Speed","Temperature","Sonication Time","pH","Particle Size","Zeta Potential","Encapsulation Efficiency","Data Extraction Remarks","Data Extraction Thoughts"
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","25","Ionic gelation",,"Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","5",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","37 C",,"5.8","382 nm","30 mV","26%","Method 3","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","26","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","5",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","355 nm","38 mV","36%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Potential of chitosan/alginate nanoparticles as a non-viral vector for gene delivery: Formulation and optimization using D-optimal design","10.1016/j.msec.2021.112262","27","Ionic gelation","4 mL","Smad4 encoding plasmid",,"CS (Low MW, 90% DDA)","0.063% w/v","0.063% w/v","1",,,"CaCl2","1 mL @ 10 mg/mL","900 rpm","25 C",,"5.8","211 nm","43 mV","39%","Method 1","- Constants & Hunted Values: Fixed pH (5.8). Methods text states stocks of CS, Alg, and CaCl2 were prepared at 10 mg/mL. CS and Alg working solutions were 0.063% w/v. Method 1: 1 mL CaCl2 added to final volume of 4 mL. Method 2: 26 µL CaCl2 + 1 mL Alg. Method 3: 1 mL CS + 10 mL water + CaCl2. CS is Low MW (50-190 kDa, 90% DDA). Alg is 20-40 kDa.
- DoE Mapping: No DoE codes used. Table 2 provides actual physical values for N/P ratio (5-25) and Chi/Alg MW ratio (1-5). Preparation method is categoric (method1, method2, method3).
- Volume Logic: Total Vol is explicitly stated as 4 mL for Method 1. For Methods 2 and 3, total volume is not explicitly stated (NaN).
- CQA Pairing Strategy: Table 2 contains both the formulation inputs (N/P ratio, Chi/Alg MW ratio, Preparation Method) and the corresponding CQA outputs (Size, LE, Zeta). All 27 runs were successfully paired. LE is used as Encapsulation Efficiency."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","1","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.75:1",,,"CaCl2",,,"25 C",,"5.3","906 nm",,"46.7%","Center point, CaCl2/Alg 0.2%, N/P 15","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","2","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.75:1",,,"CaCl2",,,"25 C",,"5.3","1090 nm",,"44.5%","CaCl2/Alg 0.1%, N/P 25","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","3","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"1:1",,,"CaCl2",,,"25 C",,"5.3","888 nm",,"37.3%","CaCl2/Alg 0.2%, N/P 25","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","4","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"1:1",,,"CaCl2",,,"25 C",,"5.3","721 nm",,"70.3%","CaCl2/Alg 0.1%, N/P 15","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","5","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.5:1",,,"CaCl2",,,"25 C",,"5.3","315 nm",,"97.8%","CaCl2/Alg 0.1%, N/P 15","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","6","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.5:1",,,"CaCl2",,,"25 C",,"5.3","194 nm","+25 mV","95.6%","CaCl2/Alg 0.2%, N/P 5, Optimized condition","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","7","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"1:1",,,"CaCl2",,,"25 C",,"5.3","430 nm",,"66.5%","CaCl2/Alg 0.2%, N/P 5","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","8","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.75:1",,,"CaCl2",,,"25 C",,"5.3","749 nm",,"97.8%","CaCl2/Alg 0.1%, N/P 5","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","9","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.75:1",,,"CaCl2",,,"25 C",,"5.3","448 nm",,"100.0%","Center point, CaCl2/Alg 0.2%, N/P 15","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","10","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.75:1",,,"CaCl2",,,"25 C",,"5.3","414 nm",,"98.9%","CaCl2/Alg 0.3%, N/P 5","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","11","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.75:1",,,"CaCl2",,,"25 C",,"5.3","1435 nm",,"75.8%","Center point, CaCl2/Alg 0.2%, N/P 15","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","12","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"0.5:1",,,"CaCl2",,,"25 C",,"5.3","439 nm",,"100.0%","CaCl2/Alg 0.2%, N/P 25","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
"Evaluation of Alginate/Chitosan nanoparticles as antisense delivery vector: Formulation, optimization and in vitro characterization","DOI not found","13","Pregel preparing method (Ionic gelation)",,"EGFR antisense","5 µL @ 100 µM","Low MW CS",,,"1:1",,,"CaCl2",,,"25 C",,"5.3","800 nm",,"85.2%","CaCl2/Alg 0.1%, N/P 15","- Constants & Hunted Values: Fixed pH (5.3). Methods text states 5 µL of 100 µM EGFR antisense solution used. Alginate stock: 500 mg in 50 mL water (10 mg/mL). CaCl2 stock: 500 mg in 50 mL water (10 mg/mL). Chitosan stock: 500 mg in 50 mL 1% acetic acid (10 mg/mL). Alginate diluted with 10 mL water, then 1 mL CaCl2 added. CS/Antisense volume not explicitly stated per run, derived from ratios.
- DoE Mapping: A (Alg/Chi ratio): -1=0.5, 0=0.75, +1=1.0. B (CaCl2/Alg %): -1=0.1, 0=0.2, +1=0.3. C (N/P ratio): -1=5, 0=15, +1=25.
- Volume Logic: NaN (standalone conc. and ratios used in DoE, total vol not explicitly stated).
- CQA Pairing Strategy: Inputs mapped from DoE codes in Table 1 to physical values. Outputs (Size, EE) found in Table 2. Zeta potential only reported for optimized condition (+30 mV) and N/P ratio 5 (+25 mV), so NaN for other runs."
